  58	  25	  25	  25	  25	  25	  25	  25	  25	  25	 181
  58	  41	  25	  25	  25	  25	  25	  25	  25	 103	 181
  58	  41	  33	  25	  25	  25	  25	  25	  64	 103	 181
  58	  45	  33	  29	  25	  25	  25	  44	  64	 122	 181
  58	  45	  37	  29	  27	  25	  34	  44	  83	 122	 181
  58	  47	  37	  32	  27	  30	  34	  58	  83	 132	 181
  58	  47	  39	  32	  31	  30	  44	  58	  95	 132	 181
  58	  48	  39	  35	  31	  37	  44	  69	  95	 138	 181
  58	  48	  41	  35	  36	  37	  53	  69	 103	 138	 181
  58	  49	  41	  38	  36	  44	  53	  78	 103	 142	 181
  58	  49	  43	  38	  41	  44	  61	  78	 110	 142	 181
  58	  50	  43	  42	  41	  51	  61	  85	 110	 145	 181
  58	  50	  46	  42	  46	  51	  68	  85	 115	 145	 181
  58	  52	  46	  46	  46	  57	  68	  91	 115	 148	 181
  58	  52	  49	  46	  51	  57	  74	  91	 119	 148	 181
  58	  53	  49	  50	  51	  62	  74	  96	 119	 150	 181
  58	  53	  51	  50	  56	  62	  79	  96	 123	 150	 181
  58	  54	  51	  53	  56	  67	  79	 101	 123	 152	 181
  58	  54	  53	  53	  60	  67	  84	 101	 126	 152	 181
  58	  55	  53	  56	  60	  72	  84	 105	 126	 153	 181
  58	  55	  55	  56	  64	  72	  88	 105	 129	 153	 181
  58	  56	  55	  59	  64	  76	  88	 108	 129	 155	 181
  58	  56	  57	  59	  67	  76	  92	 108	 131	 155	 181
  58	  57	  57	  62	  67	  79	  92	 111	 131	 156	 181
  58	  57	  59	  62	  70	  79	  95	 111	 133	 156	 181
  58	  58	  59	  64	  70	  82	  95	 114	 133	 157	 181
  58	  58	  61	  64	  73	  82	  98	 114	 135	 157	 181
  58	  59	  61	  67	  73	  85	  98	 116	 135	 158	 181
  58	  59	  63	  67	  76	  85	 100	 116	 137	 158	 181
  58	  60	  63	  69	  76	  88	 100	 118	 137	 159	 181
  58	  60	  64	  69	  78	  88	 103	 118	 138	 159	 181
  58	  61	  64	  71	  78	  90	 103	 120	 138	 159	 181
  58	  61	  66	  71	  80	  90	 105	 120	 139	 159	 181
  58	  62	  66	  73	  80	  92	 105	 122	 139	 160	 181
  58	  62	  67	  73	  82	  92	 107	 122	 141	 160	 181
  58	  62	  67	  74	  82	  94	 107	 124	 141	 161	 181
  58	  62	  68	  74	  84	  94	 109	 124	 142	 161	 181
  58	  63	  68	  76	  84	  96	 109	 125	 142	 161	 181
  58	  63	  69	  76	  86	  96	 110	 125	 143	 161	 181
  58	  63	  69	  77	  86	  98	 110	 126	 143	 162	 181
  58	  63	  70	  77	  87	  98	 112	 126	 144	 162	 181
  58	  64	  70	  78	  87	  99	 112	 128	 144	 162	 181
  58	  64	  71	  78	  88	  99	 113	 128	 145	 162	 181
  58	  64	  71	  79	  88	 100	 113	 129	 145	 163	 181
  58	  64	  71	  79	  89	 100	 114	 129	 146	 163	 181
  58	  64	  71	  80	  89	 101	 114	 130	 146	 163	 181
  58	  64	  72	  80	  90	 101	 115	 130	 146	 163	 181
  58	  65	  72	  81	  90	 102	 115	 130	 146	 163	 181
  58	  65	  73	  81	  91	 102	 116	 130	 146	 163	 181
  58	  65	  73	  82	  91	 103	 116	 131	 146	 163	 181
  58	  65	  73	  82	  92	 103	 117	 131	 147	 163	 181
  58	  65	  73	  82	  92	 104	 117	 132	 147	 164	 181
  58	  65	  73	  82	  93	 104	 118	 132	 148	 164	 181
  58	  65	  73	  83	  93	 105	 118	 133	 148	 164	 181
  58	  65	  74	  83	  94	 105	 119	 133	 148	 164	 181
  58	  66	  74	  84	  94	 106	 119	 133	 148	 164	 181
