  58	  66	  75	  84	  95	 106	 119	 133	 148	 164	 181
  58	  66	  75	  85	  95	 107	 119	 133	 148	 164	 181
  58	  66	  75	  85	  96	 107	 120	 133	 148	 164	 181
  58	  66	  75	  85	  96	 108	 120	 134	 148	 164	 181
  58	  66	  75	  85	  96	 108	 121	 134	 149	 164	 181
  58	  66	  75	  85	  96	 108	 121	 135	 149	 165	 181
  58	  66	  75	  85	  96	 108	 121	 135	 150	 165	 181
  58	  66	  75	  85	  96	 108	 121	 135	 150	 165	 181
  58	  66	  75	  85	  96	 108	 121	 135	 150	 165	 181
  58	  66	  75	  85	  96	 108	 121	 135	 150	 165	 181
  58	  66	  75	  85	  96	 108	 121	 135	 150	 165	 181
  58	  66	  75	  85	  96	 108	 121	 135	 150	 165	 181
  58	  66	  75	  85	  96	 108	 121	 135	 150	 165	 181
  58	  66	  75	  85	  96	 108	 121	 135	 150	 165	 181
  58	  66	  75	  85	  96	 108	 121	 135	 150	 165	 181
  58	  66	  75	  85	  96	 108	 121	 135	 150	 165	 181
  58	  66	  75	  85	  96	 108	 121	 135	 150	 165	 181
  58	  66	  75	  85	  96	 108	 121	 135	 150	 165	 181
  58	  66	  75	  85	  96	 108	 121	 135	 150	 165	 181
  58	  66	  75	  85	  96	 108	 121	 135	 150	 165	 181
  58	  66	  75	  85	  96	 108	 121	 135	 150	 165	 181
  58	  66	  75	  85	  96	 108	 121	 135	 150	 165	 181
  58	  66	  75	  85	  96	 108	 121	 135	 150	 165	 181
  58	  66	  75	  85	  96	 108	 121	 135	 150	 165	 181
  58	  66	  75	  85	  96	 108	 121	 135	 150	 165	 181
  58	  66	  75	  85	  96	 108	 121	 135	 150	 165	 181
  58	  66	  75	  85	  96	 108	 121	 135	 150	 165	 181
  58	  66	  75	  85	  96	 108	 121	 135	 150	 165	 181
  58	  66	  75	  85	  96	 108	 121	 135	 150	 165	 181
  58	  66	  75	  85	  96	 108	 121	 135	 150	 165	 181
  58	  66	  75	  85	  96	 108	 121	 135	 150	 165	 181
  58	  66	  75	  85	  96	 108	 121	 135	 150	 165	 181
  58	  66	  75	  85	  96	 108	 121	 135	 150	 165	 181
  58	  66	  75	  85	  96	 108	 121	 135	 150	 165	 181
  58	  66	  75	  85	  96	 108	 121	 135	 150	 165	 181
  58	  66	  75	  85	  96	 108	 121	 135	 150	 165	 181
  58	  66	  75	  85	  96	 108	 121	 135	 150	 165	 181
  58	  66	  75	  85	  96	 108	 121	 135	 150	 165	 181
  58	  66	  75	  85	  96	 108	 121	 135	 150	 165	 181
  58	  66	  75	  85	  96	 108	 121	 135	 150	 165	 181
  58	  66	  75	  85	  96	 108	 121	 135	 150	 165	 181
  58	  66	  75	  85	  96	 108	 121	 135	 150	 165	 181
  58	  66	  75	  85	  96	 108	 121	 135	 150	 165	 181
  58	  66	  75	  85	  96	 108	 121	 135	 150	 165	 181
  58	  66	  75	  85	  96	 108	 121	 135	 150	 165	 181
